Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation of the PI3K AKT Network	24/118	3.979010468417376E-22	2.394640845538457E-20	0	0	21.34576731552739	1051.8305910848433	CD86;IL33;FLT3;EGF;CD80;HGF;PDGFB;FLT3LG;NRG1;IL1RAP;FGF1;FGF2;AREG;EGFR;FGF4;FGF6;IL1RL1;FGF7;KITLG;FGF9;FGF19;KIT;FGFR3;MET
Constitutive Signaling by Aberrant PI3K in Cancer	21/83	1.206826280464366E-21	6.657658313895086E-20	0	0	28.006166982922203	1348.9532432451417	CD86;FLT3;EGF;CD80;HGF;PDGFB;FLT3LG;NRG1;FGF1;AREG;FGF2;EGFR;FGF4;FGF6;FGF7;KITLG;FGF9;FGF19;KIT;MET;FGFR3
Class A 1 (Rhodopsin-like Receptors)	34/333	8.75940131617016E-21	4.460556670234343E-19	0	0	9.825759940542548	453.7944632529934	APP;CCL13;CXCL6;CXCL9;CCL11;CXCL8;CXCL1;CXCL13;CXCL3;CX3CL1;CXCL5;CXCL16;C5;CCL7;CCL5;CCL4;CCL3;CCL2;CCL19;CCL17;CCL16;CCL25;CCL23;CCL21;CCL20;PPBP;CXCL10;CXCL11;CXCL12;SAA1;XCL1;CCL28;CCL27;PF4
TNFs Bind Their Physiological Receptors	14/29	1.7089255183963662E-19	8.080776379845674E-18	0	0	75.14666666666666	3247.331839544927	TNFSF18;TNFRSF13B;CD70;TNFRSF18;TNFRSF9;TNFSF13;TNFRSF1B;TNFSF13B;TNFRSF1A;LTA;TNFRSF17;TNFRSF14;TNFRSF25;TNFRSF4
PI3K AKT Signaling in Cancer	21/110	6.798991994142226E-19	3.000621800081436E-17	0	0	19.48314606741573	815.0256373573616	CD86;FLT3;EGF;CD80;HGF;PDGFB;FLT3LG;NRG1;FGF1;FGF2;AREG;EGFR;FGF4;FGF6;FGF7;KITLG;FGF9;FGF19;KIT;FGFR3;MET
MAPK1 MAPK3 Signaling	29/271	2.0429973889290416E-18	8.45290169669391E-17	0	0	10.159378368666907	413.81295418483313	FLT3;PDGFB;FGF1;AREG;FGF2;EGFR;FGF4;FGF6;FGF7;FGF9;NEFL;IL6R;ANGPT1;EGF;HGF;FLT3LG;NRG1;IL2;IL3;KITLG;IL6;IL5;GDNF;FGF19;IL2RA;KIT;TEK;FGFR3;MET
TNFR2 Non-Canonical NF-kB Pathway	19/88	2.8084426653739368E-18	1.0936406143985565E-16	0	0	22.570531400966182	912.1632341005117	TNFSF18;TNFRSF13B;TNFRSF12A;CD70;TNFRSF18;TNFRSF9;TNFSF12;TNFSF13;TNFRSF1B;TNF;TNFSF13B;TNFRSF1A;CD40LG;LTA;TNFRSF17;TNFRSF25;TNFRSF14;LTBR;TNFRSF4
GPCR Ligand Binding	36/467	6.4129970593374706E-18	2.358557807378559E-16	0	0	7.232736466450948	286.3310535996411	APP;CCL13;CXCL6;CXCL9;CCL11;CXCL8;CXCL1;CXCL13;CXCL3;CX3CL1;CXCL5;CXCL16;C5;CCL7;CCL5;CCL4;CCL3;CCL2;CCL19;CCL17;CCL16;CCL25;CCL23;CCL21;CCL20;WNT3A;WNT5A;PPBP;CXCL10;CXCL11;CXCL12;SAA1;XCL1;CCL28;CCL27;PF4
MAPK Family Signaling Cascades	30/314	1.2524488299340447E-17	4.3637953969280927E-16	0	0	8.975182975582754	349.3037629903577	FLT3;PDGFB;FGF1;AREG;FGF2;EGFR;FGF4;FGF6;FGF7;FGF9;NEFL;IL6R;ANGPT1;EGF;HGF;FLT3LG;NRG1;MMP10;IL2;IL3;KITLG;IL6;IL5;GDNF;FGF19;IL2RA;KIT;TEK;FGFR3;MET
RAF MAP Kinase Cascade	27/265	1.135715605737845E-16	3.759218654992267E-15	0	0	9.5367465951898	350.13305430411975	FLT3;PDGFB;FGF1;AREG;FGF2;EGFR;FGF4;FGF6;FGF7;FGF9;NEFL;ANGPT1;EGF;HGF;FLT3LG;NRG1;IL2;IL3;KITLG;IL5;GDNF;FGF19;IL2RA;KIT;TEK;FGFR3;MET
G Alpha (I) Signalling Events	28/316	1.1331182463928598E-15	3.5720203767241585E-14	0	0	8.187289562289562	281.7557705309313	APP;CCL13;CXCL6;CXCL9;CXCL8;CXCL1;CXCL13;CXCL3;CX3CL1;CXCL5;CXCL16;C5;CCL5;CCL4;CCL19;CCL16;CCL25;CCL23;CCL21;CCL20;PPBP;CXCL10;CXCL11;CXCL12;SAA1;CCL28;CCL27;PF4
Degradation of the Extracellular Matrix	20/140	1.7462745081687873E-15	5.254698747307896E-14	0	0	13.682705718270572	464.95601465020036	MMP7;MMP1;CMA1;MMP3;ADAM10;MMP9;DCN;MMP10;MMP12;BCAN;ADAMTS5;ADAM17;MMP13;ADAMTS1;BSG;TIMP2;SPP1;ADAM9;TIMP1;ELANE
Signaling by Receptor Tyrosine Kinases	35/536	3.1657255391496642E-15	9.11178394311773E-14	0	0	6.000499001996008	200.33502464115517	CD274;FLT1;FLT3;PDGFB;FGF1;AREG;FGF2;EGFR;FGF4;FGF6;FGF7;FGF9;KDR;SPP1;CMA1;EGF;HGF;FLT3LG;VEGFC;ADAM10;VEGFD;NRG1;IGF1;NGF;MMP9;PGF;VEGFA;TGFBR3;KITLG;ADAM17;CXCL12;FGF19;KIT;FGFR3;MET
Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	31/451	3.4653468374704875E-14	9.558581693356094E-13	0	0	6.254709690893901	193.85458533841796	CD86;IL22;FLT3;CD80;PDGFB;FGF1;AREG;FGF2;EGFR;FGF4;FGF6;FGF7;FGF9;KDR;IL10;TGFB1;WNT3A;EGF;HGF;FLT3LG;ADAM10;GZMB;NRG1;TGFBR1;TGFBR2;KITLG;ADAM17;FGF19;KIT;FGFR3;MET
Signaling by GPCR	38/706	8.849525524277446E-14	2.3433543588286677E-12	0	0	4.909461619746931	147.55793135189055	APP;CCL13;CXCL6;CXCL9;CCL11;CXCL8;CXCL1;CXCL13;CXCL3;CX3CL1;EGFR;CXCL5;CXCL16;C5;CCL7;CCL5;CCL4;CCL3;CCL2;CCL19;CCL17;CCL16;CCL25;CCL23;CCL21;CCL20;WNT3A;WNT5A;MMP3;PPBP;CXCL10;CXCL11;CXCL12;SAA1;XCL1;CCL28;CCL27;PF4
PIP3 Activates AKT Signaling	24/281	3.074496341659191E-13	7.828140685301479E-12	0	0	7.742627700968623	223.06870525713362	CD86;IL33;FLT3;EGF;CD80;HGF;PDGFB;FLT3LG;NRG1;IL1RAP;FGF1;AREG;FGF2;EGFR;FGF4;FGF6;IL1RL1;KITLG;FGF7;FGF9;FGF19;KIT;FGFR3;MET
Intracellular Signaling by Second Messengers	24/321	5.398569608783452E-12	1.3236492892646837E-10	0	0	6.686094992477972	173.46997961748238	CD86;IL33;FLT3;EGF;CD80;HGF;PDGFB;FLT3LG;NRG1;IL1RAP;FGF1;AREG;FGF2;EGFR;FGF4;FGF6;IL1RL1;KITLG;FGF7;FGF9;FGF19;KIT;FGFR3;MET
Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	16/124	6.145282356760024E-12	1.452920328633977E-10	0	0	11.969516841944825	308.9971041188024	APP;CSF1;MMP1;IGFBP3;ADAM10;PCSK9;IGF1;MSLN;FSTL3;BMP4;IL6;LGALS1;SPP1;IGFBP6;TIMP1;GAS6
Activation of Matrix Metalloproteinases	10/33	7.941042901780868E-12	1.812748414130667E-10	0	0	34.429893486991446	879.9928385819067	MMP7;MMP13;CMA1;MMP1;MMP3;TIMP2;TIMP1;MMP9;ELANE;MMP10
Platelet Degranulation	16/128	1.0080373507201908E-11	2.224402420589221E-10	0	0	11.53968253968254	292.1897331963756	APP;TGFB2;ECM1;TGFB1;TGFB3;EGF;HGF;PDGFB;VEGFC;VEGFD;IGF1;PPBP;VEGFA;TIMP1;GAS6;PF4
Response to Elevated Platelet Cytosolic Ca2+	16/133	1.8255007115169536E-11	3.898327325884591E-10	0	0	11.043719883226055	273.0734420865974	APP;TGFB2;ECM1;TGFB1;TGFB3;EGF;HGF;PDGFB;VEGFC;VEGFD;IGF1;PPBP;VEGFA;TIMP1;GAS6;PF4
IRS-related Events Triggered by IGF1R	11/52	5.2491807572525236E-11	1.0859242691566159E-9	0	0	21.31195908733281	504.461829251402	FGF6;FGF7;FGF9;FLT3;FGF19;FLT3LG;IGF1;FGF1;FGF2;FGFR3;FGF4
IGF1R Signaling Cascade	11/53	6.54877925866014E-11	1.313724808858489E-9	0	0	20.803475422427034	487.823968885711	FGF6;FGF7;FGF9;FLT3;FGF19;FLT3LG;IGF1;FGF1;FGF2;FGFR3;FGF4
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	11/54	8.130701828669334E-11	1.583095473699735E-9	0	0	20.318642160540136	472.05872155759613	FGF6;FGF7;FGF9;FLT3;FGF19;FLT3LG;IGF1;FGF1;FGF2;FGFR3;FGF4
VEGF Binds to VEGFR Leading to Receptor Dimerization	6/8	1.2195249953276313E-10	2.242570963630255E-9	0	0	234.0592885375494	5342.962544393348	FLT1;KDR;VEGFC;VEGFD;PGF;VEGFA
VEGF Ligand-Receptor Interactions	6/8	1.2195249953276313E-10	2.242570963630255E-9	0	0	234.0592885375494	5342.962544393348	FLT1;KDR;VEGFC;VEGFD;PGF;VEGFA
PI3K Cascade	10/44	1.878566359038975E-10	3.3611106207670306E-9	0	0	23.277817150956768	521.3146765510967	FGF6;FGF7;FGF9;FLT3;FGF19;FLT3LG;FGF1;FGF2;FGFR3;FGF4
GPCR Downstream Signalling	31/633	2.2008218532053628E-10	3.8340633337419745E-9	0	0	4.3226452759806495	96.12274975616327	APP;CCL13;CXCL6;CXCL9;CXCL8;CXCL1;CXCL13;CXCL3;CX3CL1;EGFR;CXCL5;CXCL16;C5;CCL5;CCL4;CCL19;CCL16;CCL25;CCL23;CCL21;CCL20;MMP3;PPBP;CXCL10;CXCL11;CXCL12;SAA1;XCL1;CCL28;CCL27;PF4
Interleukin-1 Family Signaling	15/140	4.1658314813684923E-10	7.071231899143441E-9	0	0	9.647213114754098	208.36952937164628	APP;IL33;IL1RN;IL1R1;IL1R2;IL13;IL18;IL1RAP;IL4;IL1A;IL1RL1;IL1RL2;IL36A;IL1B;SAA1
Interleukin-6 Family Signaling	8/24	4.364128629004721E-10	7.222632881002813E-9	0	0	39.29282868525896	846.8560335479498	IL11;CNTF;IL6;IL31;CLCF1;LIF;OSM;IL6R
IRS-mediated Signalling	10/48	4.731968799200897E-10	7.64039840261218E-9	0	0	20.823293172690764	447.10753879088594	FGF6;FGF7;FGF9;FLT3;FGF19;FLT3LG;FGF1;FGF2;FGFR3;FGF4
Collagen Degradation	11/64	5.634835763805436E-10	8.881574465807616E-9	0	0	16.4765672550213	350.89952389546755	MMP12;ADAM17;MMP7;MMP13;MMP1;MMP3;ADAM10;ADAM9;MMP9;MMP10;ELANE
Hemostasis	32/707	7.896627590792061E-10	1.2157133639777546E-8	0	0	3.9818045358133465	83.45629430769102	APP;ECM1;IFNA2;PDGFB;TREM1;THBD;THPO;PLAU;BSG;OLR1;TIMP1;TGFB2;TGFB1;ANGPT1;IFNB1;TGFB3;MMP1;EGF;HGF;PLAUR;VEGFC;VEGFD;TNFRSF10A;MIF;PPBP;IGF1;SELE;VEGFA;SELL;TEK;GAS6;PF4
Post-translational Protein Phosphorylation	13/107	1.3099919419432287E-9	1.9709424217418578E-8	0	0	11.0452776336274	225.9117678871995	APP;CSF1;IGFBP3;ADAM10;PCSK9;MSLN;FSTL3;BMP4;IL6;LGALS1;SPP1;TIMP1;GAS6
Insulin Receptor Signalling Cascade	10/54	1.617228238671844E-9	2.3791224311128016E-8	0	0	17.978276743336984	363.92620394824405	FGF6;FGF7;FGF9;FLT3;FGF19;FLT3LG;FGF1;FGF2;FGFR3;FGF4
Regulated Necrosis	10/61	5.628447770236917E-9	8.10007048673226E-8	0	0	15.505157886447751	294.5271744472601	IL1A;IL1B;TNFSF10;IL18;GZMB;CYCS;FAS;FASLG;TNFRSF10A;ELANE
Signaling by TGFBR3	9/49	1.1653304017861784E-8	1.6413802680477662E-7	0	0	17.7309	323.90233799233823	TGFBR3;TGFB2;TGFB1;TIMP2;TIMP1;INHBA;FGF2;TGFBR1;TGFBR2
FGFR1c Ligand Binding and Activation	6/14	1.2252758486712397E-8	1.6553726771844096E-7	0	0	58.49703557312253	1065.670607958583	TGFBR3;FGF6;FGF9;FGF1;FGF2;FGF4
FGFR4 Ligand Binding and Activation	6/14	1.2252758486712397E-8	1.6553726771844096E-7	0	0	58.49703557312253	1065.670607958583	FGF6;FGF9;FGF19;FGF1;FGF2;FGF4
Other Interleukin Signaling	7/24	1.6150356520050996E-8	2.1383072032547518E-7	0	0	32.22875816993464	578.2265831618033	IL32;CSF1R;CSF3;IFNL1;CSF1;IL10RB;IL16
TGFBR3 Regulates TGF-beta Signaling	5/8	1.9009033018849275E-8	2.4674470310741607E-7	0	0	129.51443569553805	2302.553168428398	TGFBR3;TGFB2;TGFB1;TGFBR1;TGFBR2
Phospholipase C-mediated Cascade; FGFR4	6/15	2.020027435715129E-8	2.5716503123911835E-7	0	0	51.99472990777338	921.2202486048133	FGF6;FGF9;FGF19;FGF1;FGF2;FGF4
Interleukin-12 Family Signaling	9/56	3.970999086492261E-8	4.960002632562031E-7	0	0	15.084765957446809	257.0694982102534	IL10;IFNG;IL23A;EBI3;IL12B;IL27;IL12A;MIF;IL12RB1
Activated Point Mutants of FGFR2	6/17	4.88747296844007E-8	5.777691259120225E-7	0	0	42.53683075817463	716.0652365300649	FGF6;FGF7;FGF9;FGF1;FGF2;FGF4
IL-6-type Cytokine Receptor Ligand Interactions	6/17	4.88747296844007E-8	5.777691259120225E-7	0	0	42.53683075817463	716.0652365300649	IL11;CNTF;IL31;CLCF1;LIF;OSM
TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway	6/17	4.88747296844007E-8	5.777691259120225E-7	0	0	42.53683075817463	716.0652365300649	CD40LG;TNFRSF12A;TNFSF12;LTA;LTBR;TNFSF13B
Platelet Activation, Signaling and Aggregation	17/262	6.067899133468592E-8	7.047279344484576E-7	0	0	5.590015179625569	92.89301807662216	APP;ECM1;TGFB2;TGFB1;TGFB3;EGF;HGF;PDGFB;VEGFC;VEGFD;PPBP;IGF1;VEGFA;THPO;TIMP1;GAS6;PF4
Phospholipase C-mediated Cascade; FGFR2	6/18	7.251902982860367E-8	8.13688097398909E-7	0	0	38.9901185770751	640.9748115058675	FGF6;FGF7;FGF9;FGF1;FGF2;FGF4
FGFR1 Ligand Binding and Activation	6/18	7.251902982860367E-8	8.13688097398909E-7	0	0	38.9901185770751	640.9748115058675	TGFBR3;FGF6;FGF9;FGF1;FGF2;FGF4
Disease	57/2131	7.429005558953209E-8	8.196669466711707E-7	0	0	2.4036849441935515	39.45718238812463	CD86;APP;IL22;FLT3;CD80;IFNA2;FASLG;FGF1;AREG;FGF2;FGF4;FGF6;ADAMTS5;FGF7;FGF9;ADAMTS1;BSG;KDR;IL6R;MBL2;IL10;IL1R1;HGF;WNT5A;IL18;FLT3LG;ADAM10;NRG1;DCN;TGFBR1;TGFBR2;BCAN;IL1A;ADAM17;IL1B;KIT;MET;TLR2;PDGFB;PRELP;EGFR;CD14;CD163;TGFB1;IFNB1;WNT3A;EGF;GZMB;VEGFA;KITLG;IL6;CD209;FGF19;IL17F;PDCD1;FGFR3;IL17A
Interleukin-2 Family Signaling	8/44	8.407877187028913E-8	9.124614258710067E-7	0	0	17.445772465692784	284.2180065398297	IL21;IL3;IL5;IL15;IL2RA;IL9;LGALS9;IL2
Signaling by Insulin Receptor	10/82	1.0521238546647064E-7	1.1233967609484446E-6	0	0	10.971106648817493	176.27589521842532	FGF6;FGF7;FGF9;FLT3;FGF19;FLT3LG;FGF1;FGF2;FGFR3;FGF4
PI-3K Cascade FGFR4	6/20	1.4815590318802886E-7	1.508910890930386E-6	0	0	33.41671372106155	525.4778472468532	FGF6;FGF9;FGF19;FGF1;FGF2;FGF4
FGFR2 Ligand Binding and Activation	6/20	1.4815590318802886E-7	1.508910890930386E-6	0	0	33.41671372106155	525.4778472468532	FGF6;FGF7;FGF9;FGF1;FGF2;FGF4
SHC-mediated Cascade FGFR4	6/20	1.4815590318802886E-7	1.508910890930386E-6	0	0	33.41671372106155	525.4778472468532	FGF6;FGF9;FGF19;FGF1;FGF2;FGF4
Signaling by Activated Point Mutants of FGFR1	5/11	1.519067613672962E-7	1.5236708488659104E-6	0	0	64.74737532808399	1016.5337224888203	FGF6;FGF9;FGF1;FGF2;FGF4
Signaling by TGFB Family Members	13/161	1.8565554858409386E-7	1.8343876591443304E-6	0	0	6.9959624258404745	108.43302951904862	TGFB2;TGFB1;TGFB3;GDF2;INHBA;FGF2;TGFBR1;TGFBR2;FSTL3;TGFBR3;BMP2;TIMP2;TIMP1
FGFR3 Mutant Receptor Activation	5/12	2.576612329329634E-7	2.472054147849591E-6	0	0	55.49493813273341	841.9481224565644	FGF9;FGF1;FGF2;FGFR3;FGF4
Signaling by Activated Point Mutants of FGFR3	5/12	2.576612329329634E-7	2.472054147849591E-6	0	0	55.49493813273341	841.9481224565644	FGF9;FGF1;FGF2;FGFR3;FGF4
FRS-mediated FGFR4 Signaling	6/22	2.790663021590407E-7	2.6391698861326423E-6	0	0	29.236660079051383	441.2343072671065	FGF6;FGF9;FGF19;FGF1;FGF2;FGF4
PI-3K Cascade FGFR2	6/23	3.734791176209129E-7	3.4339329981256157E-6	0	0	27.51546152057661	407.23993970484884	FGF6;FGF7;FGF9;FGF1;FGF2;FGF4
SHC-mediated Cascade FGFR2	6/23	3.734791176209129E-7	3.4339329981256157E-6	0	0	27.51546152057661	407.23993970484884	FGF6;FGF7;FGF9;FGF1;FGF2;FGF4
Phospholipase C-mediated Cascade; FGFR3	5/13	4.1427814323208175E-7	3.57763500723258E-6	0	0	48.555610236220474	713.6086084192137	FGF9;FGF1;FGF2;FGFR3;FGF4
FGFR2c Ligand Binding and Activation	5/13	4.1427814323208175E-7	3.57763500723258E-6	0	0	48.555610236220474	713.6086084192137	FGF6;FGF9;FGF1;FGF2;FGF4
FGFR3 Ligand Binding and Activation	5/13	4.1427814323208175E-7	3.57763500723258E-6	0	0	48.555610236220474	713.6086084192137	FGF9;FGF1;FGF2;FGFR3;FGF4
FGFR3c Ligand Binding and Activation	5/13	4.1427814323208175E-7	3.57763500723258E-6	0	0	48.555610236220474	713.6086084192137	FGF9;FGF1;FGF2;FGFR3;FGF4
Molecules Associated With Elastic Fibres	7/37	4.1612975159653873E-7	3.57763500723258E-6	0	0	18.250925925925927	268.1475081370589	BMP4;TGFB2;BMP2;EFEMP1;TGFB1;TGFB3;BMP7
FRS-mediated FGFR2 Signaling	6/25	6.411415177911182E-7	5.441483138175901E-6	0	0	24.616600790513836	351.03311197624043	FGF6;FGF7;FGF9;FGF1;FGF2;FGF4
Interleukin-20 Family Signaling	6/26	8.244791989912614E-7	6.908926958635634E-6	0	0	23.384584980237154	327.5832843002519	IL22;IFNL2;IFNL1;IL10RB;IL24;IL22RA2
Pyroptosis	6/27	1.0485942247176455E-6	8.569992305717055E-6	0	0	22.269904009034445	306.6133773617943	IL1A;IL1B;IL18;GZMB;CYCS;ELANE
Downstream Signaling of Activated FGFR4	6/27	1.0485942247176455E-6	8.569992305717055E-6	0	0	22.269904009034445	306.6133773617943	FGF6;FGF9;FGF19;FGF1;FGF2;FGF4
Phospholipase C-mediated Cascade FGFR1	5/16	1.3619791903770791E-6	1.0995490536946661E-5	0	0	35.307802433786684	476.88736263728447	FGF6;FGF9;FGF1;FGF2;FGF4
