Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Specific Granule Lumen (GO:0035580)	8/61	1.1554115015182125E-6	1.0132070090236634E-5	0	0	11.83973539803052	161.86166196119754	TIMP2;LCN2;CHI3L1;CXCL1;PTX3;RETN;PGLYRP1;ELANE
Focal Adhesion (GO:0005925)	16/387	4.846437741925025E-5	3.9463850184246634E-4	0	0	3.4377114460971905	34.15256836118935	FLT1;PLAUR;ADAM10;IL16;EGFR;ICAM1;TNFSF13B;MMP12;DPP4;IL1RL1;ADAM17;PLAU;BSG;ADAM9;FGFR3;ENG
Cell-Substrate Junction (GO:0030055)	16/395	6.172957857016444E-5	4.691447971332497E-4	0	0	3.3637577771262905	32.60405427546452	FLT1;PLAUR;ADAM10;IL16;EGFR;ICAM1;TNFSF13B;MMP12;DPP4;IL1RL1;ADAM17;PLAU;BSG;ADAM9;FGFR3;ENG
Tertiary Granule Lumen (GO:1904724)	6/54	6.829195710973438E-5	4.8658019440685744E-4	0	0	9.729743083003953	93.32495728017808	TIMP2;CXCL1;PTX3;PPBP;PGLYRP1;MMP9
Endosome Lumen (GO:0031904)	4/25	2.805609043080572E-4	0.001785726027049586	0	0	14.73015873015873	120.4738398163599	APP;GH1;IL12B;IL12A
Tertiary Granule (GO:0070820)	9/163	2.8195674111309253E-4	0.001785726027049586	0	0	4.578779220779221	37.425828245306164	LGALS3;PLAU;TIMP2;OLR1;CXCL1;PTX3;PPBP;PGLYRP1;MMP9
Microvillus (GO:0005902)	5/58	9.173925409080895E-4	0.005504355245448537	0	0	7.312435002228495	51.14298837363807	TGFB1;VCAM1;ANGPT1;ICAM2;TEK
Actin-Based Cell Projection (GO:0098858)	6/88	9.938684874928475E-4	0.005665050378709231	0	0	5.685626144798998	39.30988281959292	KITLG;TGFB1;VCAM1;ANGPT1;ICAM2;TEK
Membrane Attack Complex (GO:0005579)	2/6	0.0024212561464744577	0.012546509122640371	0	0	38.3988326848249	231.29417081363226	CXCL10;C5
Activin Receptor Complex (GO:0048179)	2/6	0.0024212561464744577	0.012546509122640371	0	0	38.3988326848249	231.29417081363226	TGFBR1;TGFBR2
Late Endosome Lumen (GO:0031906)	2/8	0.0044429405819825215	0.022021531580261194	0	0	25.59662775616083	138.64256845759311	IL12B;IL12A
Vacuolar Lumen (GO:0005775)	7/163	0.005427990818786393	0.025782956389235365	0	0	3.48735754985755	18.190706425301034	BCAN;CSF3;GZMB;PRELP;RETN;ELANE;DCN
Axon (GO:0030424)	8/217	0.007494262996171593	0.03417383926254246	0	0	2.978630930822166	14.576280404417782	MMP12;APP;CNTF;TGFB2;CALB1;BSG;NEFL;NGF
Clathrin-Coated Endocytic Vesicle Membrane (GO:0030669)	4/66	0.010573345996399636	0.04561154597174606	0	0	4.97887413029728	22.650984433760623	EGF;WNT5A;AREG;EGFR
Secretory Granule Membrane (GO:0030667)	9/279	0.010802734572255645	0.04561154597174606	0	0	2.5961333333333334	11.755177440555032	MMP12;LGALS3;SELL;PLAU;PLAUR;OLR1;ADAM10;TNFRSF1B;TLR2
Endocytic Vesicle Membrane (GO:0030666)	6/165	0.020701352871156178	0.08428407954685015	0	0	2.9207248862704156	11.32527496354572	CD163;WNT3A;EGF;WNT5A;AREG;EGFR
Clathrin-Coated Endocytic Vesicle (GO:0045334)	4/82	0.02188316357132559	0.08602347059072818	0	0	3.9543489190548016	15.113670744562832	EGF;WNT5A;AREG;EGFR
Plasma Membrane Raft (GO:0044853)	4/83	0.022764469786630877	0.08650498518919733	0	0	3.90409530900968	14.767452503359097	TREM2;TNFRSF10A;SELE;TGFBR2
Lysosomal Lumen (GO:0043202)	4/86	0.025536851217898265	0.09390971093033555	0	0	3.7606886657101866	13.792824816022359	BCAN;CSF3;PRELP;DCN
Clathrin-Coated Vesicle Membrane (GO:0030665)	4/88	0.027493109844172164	0.09794420381986334	0	0	3.6707749766573294	13.192104001043031	EGF;WNT5A;AREG;EGFR
Specific Granule Membrane (GO:0035579)	4/90	0.029536534664604073	0.10004595366175303	0	0	3.5850433196534426	12.626979014847112	PLAU;PLAUR;OLR1;TNFRSF1B
Endocytic Vesicle Lumen (GO:0071682)	2/21	0.029838266881575468	0.10004595366175303	0	0	8.077821011673151	28.369013244874896	CSF3;PGLYRP1
Exocytic Vesicle (GO:0070382)	2/29	0.05393929294865367	0.1756879827470434	0	0	5.682086756016717	16.59110278524939	APP;IGF1
Early Endosome (GO:0005769)	8/320	0.057436871630554345	0.18188342683008876	0	0	1.984778833384411	5.670649717437498	MMP12;APP;CD274;VCAM1;WNT3A;KDR;PCSK9;EGFR
Multivesicular Body, Internal Vesicle (GO:0097487)	1/5	0.0631004382533936	0.18444743489453513	0	0	19.125	52.84290216303815	EGFR
Nuclear Envelope Lumen (GO:0005641)	1/5	0.0631004382533936	0.18444743489453513	0	0	19.125	52.84290216303815	APP
Serine Protease Inhibitor Complex (GO:0097180)	1/5	0.0631004382533936	0.18444743489453513	0	0	19.125	52.84290216303815	PLAU
Early Endosome Membrane (GO:0031901)	4/124	0.07774916121223513	0.22158510945487012	0	0	2.5648366013071895	6.5512788152030295	APP;CD274;WNT3A;EGFR
Cytolytic Granule (GO:0044194)	1/7	0.08721555906772661	0.24250179838343497	0	0	12.748708010335918	31.098848168327365	GZMB
Cytoplasmic Vesicle Membrane (GO:0030659)	9/415	0.09170297219373569	0.24890806738299687	0	0	1.7144334975369457	4.096125349129495	MMP12;LGALS3;CD163;SELL;WNT3A;FLT3;WNT5A;EGFR;TLR2
Perineuronal Net (GO:0072534)	1/8	0.09904023587577265	0.26257178813576937	0	0	10.926910299003323	25.265519839992383	BCAN
Low-Density Lipoprotein Particle (GO:0034362)	1/9	0.11071231457216332	0.2804711969161471	0	0	9.560562015503876	21.041078032953372	APP
Perisynaptic Extracellular Matrix (GO:0098966)	1/9	0.11071231457216332	0.2804711969161471	0	0	9.560562015503876	21.041078032953372	BCAN
Endocytic Vesicle (GO:0030139)	5/201	0.12068935775139637	0.29909971268824315	0	0	1.9629800739193315	4.150790710221882	DPP4;CSF3;CD163;WNT3A;WNT5A
Intracellular Vesicle (GO:0097708)	1/11	0.13360649851899148	0.32406682619500066	0	0	7.647674418604651	15.393670226175125	EGFR
Glutamatergic Synapse (GO:0098978)	3/102	0.1462750361810734	0.34740321093004933	0	0	2.3250473484848486	4.469360907814734	WNT3A;WNT5A;NRG1
Platelet Dense Granule Lumen (GO:0031089)	1/13	0.1559135040600901	0.36273754005816883	0	0	6.372416020671834	11.84284132100842	ECM1
Filopodium (GO:0030175)	2/57	0.1684181029476462	0.38211150913146824	0	0	2.785426246904846	4.961695603920076	KITLG;VCAM1
Triglyceride-Rich Plasma Lipoprotein Particle (GO:0034385)	1/15	0.17764833319270015	0.38211150913146824	0	0	5.461517165005537	9.437224975721175	APP
Very-Low-Density Lipoprotein Particle (GO:0034361)	1/15	0.17764833319270015	0.38211150913146824	0	0	5.461517165005537	9.437224975721175	APP
Glial Cell Projection (GO:0097386)	1/15	0.17764833319270015	0.38211150913146824	0	0	5.461517165005537	9.437224975721175	CNTF
Caveola (GO:0005901)	2/62	0.19166184267027372	0.40461944563724456	0	0	2.552658884565499	4.217050412056327	SELE;TGFBR2
Endolysosome Membrane (GO:0036020)	1/18	0.2092096263302128	0.43363449821171385	0	0	4.49703602371181	7.0352464985563365	PCSK9
High-Density Lipoprotein Particle (GO:0034364)	1/19	0.21945957195697263	0.43891914391394526	0	0	4.246985357450474	6.440923826459096	APP
Platelet Dense Granule (GO:0042827)	1/19	0.21945957195697263	0.43891914391394526	0	0	4.246985357450474	6.440923826459096	ECM1
Podosome (GO:0002102)	1/20	0.2295771676714695	0.45123788128530207	0	0	4.023255813953488	5.920285557485273	VCAM1
Serine/Threonine Protein Kinase Complex (GO:1902554)	2/72	0.239169533104645	0.4544221128988255	0	0	2.1868816008893828	3.128514842993467	TGFBR1;TGFBR2
Tertiary Granule Membrane (GO:0070821)	2/72	0.239169533104645	0.4544221128988255	0	0	2.1868816008893828	3.128514842993467	PLAU;OLR1
Bounding Membrane of Organelle (GO:0098588)	14/881	0.253231720294278	0.4664861337453046	0	0	1.2439611138573077	1.7085187885702704	CD163;WNT3A;FLT3;WNT5A;PDGFB;AREG;EGFR;TNFRSF1A;MMP12;LGALS3;ADAM17;SELL;BSG;TLR2
Lysosome (GO:0005764)	9/532	0.2537029850193762	0.4664861337453046	0	0	1.3228451242829828	1.814402528378737	DPP4;APP;BCAN;CSF3;EGF;PCSK9;GZMB;PRELP;DCN
Basolateral Plasma Membrane (GO:0016323)	4/200	0.2607703007904634	0.4718700680970291	0	0	1.5642256902761105	2.1024997341836618	TGFBR3;PDGFB;TEK;EGFR
Endolysosome (GO:0036019)	1/26	0.2875972156894449	0.5122825404468238	0	0	3.0567441860465117	3.8092972862793513	PCSK9
Neuron Projection (GO:0043005)	9/560	0.30216378212130546	0.5299487871050588	0	0	1.2537931034482759	1.5005221380550668	MMP12;APP;CNTF;TGFB2;CALB1;GPNMB;BSG;NEFL;NGF
Dendrite Membrane (GO:0032590)	1/29	0.314953604647273	0.53743017791645	0	0	2.7288205980066444	3.152688131866968	APP
Azurophil Granule Lumen (GO:0035578)	2/89	0.3206308798388542	0.53743017791645	0	0	1.7580392683035915	1.9997076520629928	RETN;ELANE
Late Endosome (GO:0005770)	4/222	0.3244022165492535	0.53743017791645	0	0	1.4047850332793668	1.5814664258909528	IL12B;PCSK9;IL12A;MBL2
Recycling Endosome (GO:0055037)	3/155	0.32528668663364074	0.53743017791645	0	0	1.51025390625	1.6960881918779853	APP;CD274;TNF
Secretory Vesicle (GO:0099503)	1/31	0.3326072635842853	0.5416746864086932	0	0	2.546640826873385	2.8033240740029006	IGF1
Endosome Membrane (GO:0010008)	6/392	0.39763222170698537	0.6384517362619202	0	0	1.1891498904339635	1.0966670480508596	APP;CD274;WNT3A;FLT3;PCSK9;EGFR
Synaptic Membrane (GO:0097060)	1/41	0.4143046380262621	0.6559823435415817	0	0	1.9090116279069766	1.6821327263018364	APP
Ficolin-1-Rich Granule (GO:0101002)	3/184	0.4268929020298471	0.6666546689233228	0	0	1.2664019337016574	1.077989328812593	LGALS3;TIMP2;MMP9
Golgi-associated Vesicle (GO:0005798)	1/48	0.4654873436859424	0.7118854334234941	0	0	1.624113475177305	1.2419114540634226	APP
Multivesicular Body (GO:0005771)	1/49	0.47242592021608226	0.7118854334234941	0	0	1.5901970284237725	1.1924479264095265	MBL2
Ficolin-1-Rich Granule Lumen (GO:1904813)	2/123	0.4745902889489961	0.7118854334234941	0	0	1.2618580570473037	0.940467096119193	TIMP2;MMP9
Dendrite (GO:0030425)	4/281	0.4948509905085479	0.7298825267973268	0	0	1.1022297727755361	0.7754170921141229	MMP12;APP;CALB1;NGF
Actin Cytoskeleton (GO:0015629)	5/361	0.5026921625332601	0.7298825267973268	0	0	1.0718946297443157	0.7372247934174443	CD274;ADAM17;VCAM1;FLT1;TEK
Coated Vesicle Membrane (GO:0030662)	1/54	0.505795786113937	0.7298825267973268	0	0	1.4398127833845253	0.9814084662977265	AREG
Transport Vesicle Membrane (GO:0030658)	1/58	0.5309710086230743	0.7550071876374624	0	0	1.3385012919896642	0.8473353743885664	AREG
Extracellular Membrane-Bounded Organelle (GO:0065010)	1/59	0.5370625839648838	0.7550071876374624	0	0	1.3153568564554932	0.8176792880296279	PRELP
Ficolin-1-Rich Granule Membrane (GO:0101003)	1/60	0.5430753454936134	0.7550071876374624	0	0	1.292996978058074	0.7893839787234161	LGALS3
Extracellular Vesicle (GO:1903561)	1/62	0.554868477014903	0.7608832823646823	0	0	1.2504765535646207	0.7365609161574515	PRELP
Cortical Cytoskeleton (GO:0030863)	1/63	0.5606508396371342	0.7608832823646823	0	0	1.2302450612653164	0.7118898628549881	SELE
Azurophil Granule (GO:0042582)	2/155	0.598772161646188	0.7828372372480736	0	0	0.9963124030416317	0.5109828447175392	RETN;ELANE
Recycling Endosome Membrane (GO:0055038)	1/70	0.5990853477624977	0.7828372372480736	0	0	1.105044377036288	0.5661708206645575	CD274
Intermediate Filament (GO:0005882)	1/71	0.6042954112090393	0.7828372372480736	0	0	1.089202657807309	0.5486227840657544	NEFL
Mitochondrial Intermembrane Space (GO:0005758)	1/71	0.6042954112090393	0.7828372372480736	0	0	1.089202657807309	0.5486227840657544	CYCS
trans-Golgi Network (GO:0005802)	3/251	0.63380271992602	0.8004118036743497	0	0	0.9211032006048387	0.4200392158807409	MMP12;APP;TGFBI
Intermediate Filament Cytoskeleton (GO:0045111)	1/78	0.6389252117049634	0.8004118036743497	0	0	0.9898318735528038	0.4434128770826037	NEFL
Actin Filament (GO:0005884)	1/78	0.6389252117049634	0.8004118036743497	0	0	0.9898318735528038	0.4434128770826037	TEK
Bicellular Tight Junction (GO:0005923)	1/81	0.6528262360771652	0.8089368577477916	0	0	0.9525678294573643	0.4062171079668164	TGFBR1
Tight Junction (GO:0070160)	1/96	0.7147295237886898	0.8761200614183939	0	0	0.8015503875968992	0.26920157638578623	TGFBR1
Phagocytic Vesicle (GO:0045335)	1/100	0.7292914958406512	0.8844598992110027	0	0	0.7690079085427922	0.24276177753960482	PGLYRP1
Apical Junction Complex (GO:0043296)	1/107	0.7530154905974563	0.8980244600510419	0	0	0.7179684071961386	0.20366572440358258	TGFBR1
trans-Golgi Network Membrane (GO:0032588)	1/108	0.7562311242535089	0.8980244600510419	0	0	0.7112221980728827	0.1987213352252702	APP
Lytic Vacuole Membrane (GO:0098852)	3/314	0.7756611735343267	0.9020488869332306	0	0	0.732139268488746	0.1859922835892142	DPP4;EGF;PCSK9
Cell-Cell Junction (GO:0005911)	3/316	0.7793186152984048	0.9020488869332306	0	0	0.7273861821086262	0.18136306008845104	ADAM17;TEK;VEGFA
Cytoplasmic Vesicle Lumen (GO:0060205)	1/117	0.7833582439157002	0.9020488869332306	0	0	0.6557404437316225	0.160108970542025	GZMB
Vesicle (GO:0031982)	2/230	0.8012883708342333	0.9134687427510259	0	0	0.666018158236057	0.1475459218696486	PRELP;EGFR
Lytic Vacuole (GO:0000323)	2/236	0.8127555634424308	0.9173676656676941	0	0	0.6487412285077655	0.13450019385730957	APP;PCSK9
Adherens Junction (GO:0005912)	1/151	0.8613329409325757	0.9521794044506928	0	0	0.5062273901808786	0.07556666758853671	VEGFA
Golgi Membrane (GO:0000139)	4/476	0.8676412065149022	0.9521794044506928	0	0	0.6403788634097707	0.09091907394188259	ADAM17;BSG;PDGFB;TNFRSF1A
Lysosomal Membrane (GO:0005765)	3/383	0.8760243312870106	0.9521794044506928	0	0	0.5970703125	0.07902907021669164	DPP4;EGF;PCSK9
Polymeric Cytoskeletal Fiber (GO:0099513)	2/280	0.8802567439128732	0.9521794044506928	0	0	0.5448310612210621	0.06948865775820302	NEFL;TEK
Mitochondrial Outer Membrane (GO:0005741)	1/171	0.8933806330954785	0.9521794044506928	0	0	0.4462152302781578	0.05030744204120285	GDNF
Cilium (GO:0005929)	3/402	0.8955845547214469	0.9521794044506928	0	0	0.5680803571428571	0.0626471292755815	BMP2;EGFR;TGFBR1
Mitochondrial Inner Membrane (GO:0005743)	3/409	0.9020646989532879	0.9521794044506928	0	0	0.5580838208128078	0.057521159834686975	APP;LGALS3;CYCS
Mitochondrial Membrane (GO:0031966)	4/595	0.9517794687759604	0.995439077435408	0	0	0.508277761189078	0.025120063599094897	APP;LGALS3;GDNF;CYCS
Cytoskeleton (GO:0005856)	4/694	0.980689323919796	0.9999960309365916	0	0	0.43310031258880366	0.008445266755573099	CD274;ADAM17;FLT1;SELE
Endoplasmic Reticulum Membrane (GO:0005789)	4/872	0.9967205154829613	0.9999960309365916	0	0	0.3410680401192735	0.0011203654732185712	MMP1;BSG;PLAUR;AREG
Intracellular Membrane-Bounded Organelle (GO:0043231)	29/5597	0.9999942835823019	0.9999960309365916	0	0	0.3209465579710145	1.8346698280002372E-6	APP;CSF1R;CD274;CSF2;FASLG;FGF1;AREG;EGFR;FSTL3;TNFSF13B;LGALS3;CALB1;OLR1;LGALS9;ICOSLG;ELANE;IL33;TGFB1;GDF15;TGFB3;IGFBP3;ADAM10;GZMB;TGFBR1;MMP12;BMP2;GDNF;CYCS;TLR2
Nucleus (GO:0005634)	20/4879	0.9999944264559711	0.9999960309365916	0	0	0.2562987545864509	1.4284963741265886E-6	APP;IL33;CD274;TGFB1;GDF15;IGFBP3;ADAM10;GZMB;FASLG;FGF1;AREG;EGFR;TGFBR1;FSTL3;MMP12;LGALS3;CALB1;GDNF;CYCS;LGALS9
Intracellular Membraneless Organelle (GO:0043232)	1/1310	0.9999960309365916	0.9999960309365916	0	0	0.05457743351040205	2.1662172416251372E-7	VCAM1
